sasdate,RPI,DPCERA3M086SBEA,INDPRO,CMRMTSPLx,RETAILx,UNRATE,CLAIMSx,PAYEMS,AWHMAN,HOUST,PERMIT,M1SL,M2SL,BOGMBASE,BUSLOANS,NONREVSL,CPIAUCSL,PPICMM,PCEPI,OILPRICEx,FEDFUNDS,TB3MS,GS10,AAA,BAA,S&P 500,VIXCLSx,UMCSENTx,TERM_SPREAD,CREDIT_SPREAD
1987-10-01,0.006589234559569945,-6.112953992274406e-4,0.01323349510920746,-0.0011533910149044146,-0.0034178354162968105,0.09999999999999964,-0.03198304585305145,0.004771979801690307,41.1,7.323170717943469,7.277247726631484,0.00781972147624721,0.0014057778334857218,3.435261078230667e-4,-0.009509605740480431,0.003753452336184182,-8.813491066348433e-4,0.018858836259283862,-1.9847762534386248e-4,0.05394870174274802,0.07000000000000028,-0.27000000000000046,0.09999999999999964,0.33999999999999986,0.3099999999999987,-0.12874658752038393,40.7977,-4.299999999999997,3.3899999999999997,1.0999999999999996
1987-11-01,0.004870241342247894,0.001176976664241547,0.004865946043528524,-0.002774651653801641,0.003778139281653381,-0.20000000000000018,0.02225060893482045,0.0022662350505875395,41,7.412160334945205,7.284134806195205,-0.015412910549260417,-0.003994854483118537,0.009524476990822706,-0.0042416512501946,3.786056515497904e-4,8.601214828241055e-4,-0.026312917369274658,-0.001279731358397207,-0.06424001835178705,-0.5999999999999996,-0.4399999999999995,-0.6600000000000001,-0.5099999999999998,-0.3899999999999988,-0.13424542335817957,49.4365,-6.200000000000003,3.169999999999999,1.2200000000000006
1987-12-01,0.011251606465574326,0.007616766587600132,0.005592546578943036,0.008437755563758031,0.012400850763750526,-0.09999999999999964,0.038374012881615016,0.0027918272711371372,41,7.24422751560335,7.20414929203594,-1.5864461374803795e-5,0.0012015523118860116,4.8104899517920074e-4,0.005490692414150011,-0.009153085446463649,-0.0017406235464711983,0.019243843739949362,-4.0860008981180584e-5,-0.04504561266425133,0.07999999999999918,0.07999999999999918,0.13000000000000078,0.09999999999999964,0.05999999999999872,-0.01646127705407263,41.764,3.700000000000003,3.2200000000000006,1.1799999999999997
1988-01-01,-8.278980192901741e-4,0.008539036148271784,-1.9700828905744316e-4,-0.0022852521947438476,0.0033706197795861925,0,0.051512878120414385,8.87114717748716e-4,41.1,7.147559271189454,7.126087273299125,0.011957012944256107,0.004745401002495875,-0.019254562931135588,-0.0012173263520196542,0.006365258051623357,0.0017226327038093459,-0.04429276681625449,0.0020236125129731164,0.08822012129612089,0.0600000000000005,0.040000000000000036,-0.3200000000000003,-0.22999999999999865,-0.21999999999999886,0.03866198703426438,38.3365,4,2.8600000000000003,1.1899999999999995
1988-02-01,0.0044968237368543384,9.344131675699252e-4,0.004999271340642153,0.011238838379307836,0.006729829015744926,0,-0.051512878120414385,0.004433402944520992,41.1,7.29505641646263,7.271008538280992,-0.005984416328550957,6.426155501220165e-4,-0.01900260828983935,-0.0011578901564535116,0.0013358709356303677,-0.001731581556640549,-0.04339899411962733,-0.0023865330438637145,-0.01857854000772674,-0.25,-0.14999999999999947,-0.4599999999999991,-0.4800000000000004,-0.45000000000000107,0.02988818619964917,33.674,0.7999999999999972,2.5500000000000007,1.2199999999999989
1988-03-01,0.002652689078775694,0.008635249832654956,0.002464822424946611,0.015890482743317946,0.017074872744011316,0,-0.042457317860986166,0.002635325406485478,40.9,7.3343293503005365,7.329749689041512,0.0034148876266808514,-9.97801239162932e-4,0.031556640250155255,0.0025924627343067996,-2.0789752207051038e-4,8.557752764977167e-4,0.051160106335220945,0.0019407855278101849,-0.00994559103933046,0,0.040000000000000036,0.15999999999999837,-0.009999999999999787,-0.049999999999998934,0.02902074604119953,29.3569,3,2.669999999999999,1.1799999999999997
1988-04-01,0.0025864032828550876,-0.004109050097345968,0.005784379012641949,-0.005377407358524877,-0.004526348313570239,-0.2999999999999998,0.02169422946968247,0.0023229036212111254,41,7.360739903058278,7.264730177929867,0.002839353852957416,-1.523796895686047e-4,0.00850114741862118,0.005821962006470116,0.001570731038832207,0.0034121755492124706,0.04763048852166829,0.001424318040481598,0.13057631902378874,0.29000000000000004,0.20999999999999996,0.3500000000000014,0.27999999999999936,0.33000000000000007,-0.011735890897072387,27.405,-3.3999999999999915,2.8100000000000005,1.2300000000000004
1988-05-01,9.82304847850557e-4,0.00646523065339677,-0.002018273083187694,0.0031344011523390947,0.008870936885804426,0.1999999999999993,0.0049524823646613925,0.0021936735646583827,41,7.259116128097101,7.275172319452771,-0.0035599385012119455,-0.0016522142422763508,-0.01731541223687838,4.45967629518762e-4,-0.002051301145234774,-0.003434147695855927,-0.02317425915879756,-0.0019476692392239592,-0.1220943694172818,0.21999999999999975,0.34999999999999964,0.3699999999999992,0.23000000000000043,0.1399999999999988,-0.025063968663215697,25.7166,3.5999999999999943,2.83,1.1399999999999988
1988-06-01,0.0035490764059833424,0.0032718159202831387,0.00289692739416747,0.009755802887456255,0.004785818646730888,-0.1999999999999993,-0.01768534840154068,0.0034619223497500684,41.1,7.298445101508147,7.3031700512368,0.0038402400428632077,-0.0010137875884357328,0.014381216279197417,-0.0024100392433954454,-0.002959285552256219,0.0016898344401505838,-0.028033918426427995,0.0013442108952919085,-0.02872346559824246,0.41999999999999993,0.20000000000000018,-0.16999999999999993,-0.040000000000000924,-0.03999999999999915,0.05544320341477604,25.2709,-0.09999999999999432,2.46,1.1400000000000006
1988-07-01,0.004470886612681468,0.002408584479491438,1.469114322585341e-4,-0.004063574509576284,0.0028285051405152473,0,0.042397395260358905,0.0021244720522943794,41.1,7.2909747781429814,7.271703706887368,-0.004541051846156385,-0.0012385613698580045,-0.006032482951122908,-6.136987264175886e-4,0.0017288833842279416,-1.795477193056172e-5,-0.002116762222557078,6.002793335690981e-4,-0.010991107318484516,0.2400000000000002,0.27000000000000046,0.14000000000000057,0.10000000000000142,0.10999999999999943,-0.00592813888739574,23.644,-1.2999999999999972,2.33,1.1499999999999986
1988-08-01,0.0026390955237385327,0.004560389317294078,0.005001679278237248,5.783174909463895e-4,0.005727222199443105,0.1999999999999993,-0.02152986438035498,0.0011741091376435975,40.9,7.30854279753919,7.286191714702382,-0.001546546903405499,-0.001363011896154731,-0.01347034189054952,-0.007113311634257435,0.003117951595353219,-1.7803573177488374e-5,0.005863336922791618,-0.0018884276952082502,0.06614215865607642,0.2599999999999998,0.3299999999999992,0.1999999999999993,0.14999999999999858,0.10000000000000142,-0.020270964373619194,23.7073,4,2.2,1.1000000000000014
1988-09-01,0.0019538066191664427,-0.002790496687594679,-0.003129633358873285,0.00394778117064476,-0.003269718000408872,-0.1999999999999993,-0.033107585774505566,0.0032028446696727997,41,7.307872780763706,7.269616749608169,-0.001918052066596232,3.1175842051922587e-5,0.005086950722001937,5.4372683402093e-4,-0.006934242549355929,-1.7654276307510486e-5,-0.0028069135378894217,0.0019049413179681451,-0.07219325002410804,0.17999999999999972,0.1800000000000006,-0.27999999999999936,-0.28999999999999915,-0.3100000000000005,0.016174887151615636,19.5242,-0.10000000000000853,1.7400000000000002,1.08
1988-10-01,0.005556421303161585,0.008153371181109925,0.0043015363906127035,0.0077331270877412095,0.020840524986475373,0,-0.04397419338884667,0.002477755649632485,41.1,7.3277805384216315,7.323830566202317,-0.0010210593712525196,0.0011782700286611103,-7.280654756280924e-4,0.004693447733846057,0.0018407498574894987,-8.511875981334072e-4,0.027123026543097062,-0.001604312073009595,0.02317048033566982,0.11000000000000121,0.10999999999999943,-0.17999999999999972,-0.3100000000000005,-0.4900000000000002,0.03447352736987419,20.4819,-3.200000000000003,1.450000000000001,0.9000000000000004
1988-11-01,2.857442517214537e-4,0.0025303055271757025,0.0024157555877204473,0.003852749857706783,0.008300742899518099,-0.10000000000000053,-0.0030933174691387677,0.0032034899374018266,41.1,7.358193752733032,7.318539548567902,0.0025510864452016335,0.0021754190593927802,0.012977304358296138,-0.0027642277329524845,-7.881474491533424e-4,-1.1129714737379004e-5,0.0063444253845057474,-9.428219763769619e-4,0.060236006902389505,0.049999999999998934,0.41000000000000014,0.16000000000000014,-0.0600000000000005,0.07000000000000028,-0.023341687001029676,21.659,-1.0999999999999943,1.200000000000001,1.0300000000000011
